id,hsk_level,chinese,pinyin,english
819,2,可能,kěnéng,Probably
820,2,可怕,kěpà,dreadful
821,2,可是,kěshì,however
822,2,可以,kěyǐ,Sure
823,2,克,kè,gram
824,2,刻（量）,kè,a quarter (of an hour)
825,2,客人,kèrén,Guest
826,2,课堂,kè táng,classroom
827,2,空气,kōngqì,atmosphere
828,2,哭,kū,cry
829,2,快餐,kuài cān,fast food
830,2,快点儿,kuài diǎnr,hurry up
831,2,快乐,kuàilè,happy
832,2,快要,kuài yào,be about to; be going to
833,2,筷子,kuàizi,chopsticks
834,2,拉,lā,pull
835,2,来自,láizì,Come from
836,2,蓝,lán,blue
837,2,蓝色,lán sè,blue
838,2,篮球,lán qiú,basketball
839,2,老（副）,lǎo,always; constantly
840,2,老（老王）,lǎo （ lǎo wáng ）,noun prefix (Lao Wang)
841,2,老年,lǎo nián,elderly
842,2,老朋友,lǎo péng yǒu,old friend
843,2,老是,lǎo shì,always; all times
844,2,离,lí,leave
845,2,离开,líkāi,leave
846,2,礼物,lǐwù,gift
847,2,里头,lǐ tou,inside
848,2,理想,lǐxiǎng,ideal
849,2,例如,lìrú,for example
850,2,例子,lì zi,example
851,2,脸,liǎn,face
852,2,练,liàn,practice; train
853,2,练习,liànxí,Practice
854,2,凉,liáng,cool
855,2,凉快,liángkuai,Pleasantly cool
856,2,两（量）,liǎng,a unit of weight (=50 grams)
857,2,亮,liàng,bright
858,2,辆,liàng,Car (measure word)
859,2,零下,líng xià,below zero
860,2,留,liú,stay
861,2,留下,liú xià,stay; remain
862,2,留学生,liú xué shēng,student studying abroad; returned student
863,2,流,liú,flow; spread
864,2,流利,liúlì,fluent
865,2,流行,liúxíng,Popular
866,2,路边,lù biān,roadside; wayside
867,2,旅客,lǚ kè,passenger; traveler
868,2,旅行,lǚxíng,travel
869,2,旅游,lǚyóu,Tourism
870,2,绿,lǜ,green
871,2,绿色,lǜ sè,green
872,2,卖,mài,sell
873,2,满,mǎn,full
874,2,满意,mǎnyì,Satisfied
875,2,猫,māo,cat
876,2,米（量）,mǐ,meter
877,2,面¹（名、量）,miàn ¹,(measure word); side; aspect
878,2,面²（名）,miàn ²,face; surface; outside; side; scale; flour
879,2,面前,miàn qián,in front of; before
880,2,名,míng,name
881,2,名称,míng chēng,name; designation
882,2,名单,míng dān,list
883,2,明星,míngxīng,Star
884,2,目的,mùdì,objective
885,2,拿出,ná chū,take out
886,2,拿到,ná dào,get
887,2,那（连）,nà,then; in that case
888,2,那会儿,nà huìr,at that time; then
889,2,那么,nà me,like that; in that way
890,2,那时候｜那时,nà shí hou ｜ nà shí,at that time
891,2,那样,nà yàng,that kind; like that; such
892,2,南方,nán fāng,south
893,2,难过,nánguò,Sorry
894,2,难看,nán kàn,ugly
895,2,难受,nánshòu,Uncomfortable
896,2,难题,nán tí,problem; difficult problem; puzzle
897,2,难听,nán tīng,unpleasant to hear
898,2,能够,néng gòu,be able to; can
899,2,年级,niánjí,grade
900,2,年轻,niánqīng,Young
901,2,鸟,niǎo,bird
902,2,弄,nòng,"get, make"
903,2,努力,nǔlì,Strive
904,2,爬,pá,climb; creep; scramble
905,2,爬山,páshān,Mountain climbing
906,2,怕（动）,pà,be afraid; fear; dread
907,2,排（名、量）,pái,row; line
908,2,排队,páiduì,queue; stand in a line
909,2,排球,pái qiú,volleyball
910,2,碰,pèng,"touch, meet"
911,2,碰到,pèng dào,meet; run into; bump into
912,2,碰见,pèng jiàn,meet; run into; bump into
913,2,篇,piān,piece
914,2,便宜,piányi,Cheap
915,2,片,piàn,slice
916,2,漂亮,piàoliang,Well done!； beautiful
917,2,平,píng,flat
918,2,平安,píng’ān,sound and safe
919,2,平常,píngcháng,Usual
920,2,平等,píngděng,equality
921,2,平时,píngshí,peacetime
922,2,瓶,píng,bottle
923,2,瓶子,píngzi,Bottle
924,2,普通,pǔ tōng,ordinary; general; average; common
925,2,普通话,pǔtōnghuà,Mandarin
926,2,其他,qítā,Other
927,2,其中,qízhōng,among
928,2,骑,qí,ride
929,2,骑车,qí chē,cycle
930,2,起飞,qǐfēi,take off
931,2,气,qì,air; gas; breath
932,2,气温,qì wēn,air temperature
933,2,千,qiān,thousand
934,2,千克,qiān kè,kilogram
935,2,前年,qián nián,the year before last
936,2,墙,qiáng,wall
937,2,青年,qīng nián,youth; young
938,2,青少年,qīngshàonián,Teenagers
939,2,轻,qīng,light
940,2,清楚,qīngchu,clear
941,2,晴,qíng,Sunny
942,2,晴天,qíng tiān,sunny day
943,2,请客,qǐng kè,stand treat; entertain
944,2,请求,qǐngqiú,request
945,2,秋天,qiū tiān,fall; autumn
946,2,求,qiú,request; beg; entreat; beseech
947,2,球场,qiú chǎng,court; field
948,2,球队,qiú duì,team
949,2,球鞋,qiú xié,sneakers; gym shoes
950,2,取,qǔ,take
951,2,取得,qǔ dé,acquire; gain; obtain
952,2,全,quán,whole; entire; complete
953,2,全部,quánbù,whole
954,2,全国,quán guó,nationwide; entire country
955,2,全家,quán jiā,whole family
956,2,全年,quán nián,annual; yearly
957,2,全身,quán shēn,whole body
958,2,全体,quán tǐ,all; entire; whole
959,2,然后,ránhòu,Then
960,2,让,ràng,Give Way
961,2,热情,rèqíng,Enthusiasm
962,2,人口,rénkǒu,population
963,2,人们,rén men,people
964,2,人数,rén shù,number of people
965,2,认为,rènwéi,think
966,2,日报,rì bào,"daily, journal"
967,2,日子,rìzi,"life, days"
968,2,如果,rúguǒ,If
969,2,入口,rùkǒu,Entrance
970,2,商量,shāngliang,discuss
971,2,商人,shāng rén,businessman
972,2,上周,shàng zhōu,last week
973,2,少数,shǎo shù,small number; few; minority
974,2,少年,shào nián,juvenile; young person
975,2,身边,shēn biān,at [by] one’s side
976,2,什么样,shén me yàng,what kind
977,2,生（动）,shēng,give birth; be born
978,2,生词,shēng cí,new word
979,2,生活,shēnghuó,Life
980,2,声音,shēngyīn,voice
981,2,省（名）,shěng,province
982,2,省（动）,shěng,economize; save; omit; leave out
983,2,十分,shífēn,very
984,2,实际,shíjì,Actual
985,2,实习,shíxí,Internship
986,2,实现,shíxiàn,Realization
987,2,实在,shízài,real; indeeed
988,2,实在,shízai,done carefully
989,2,食物,shíwù,food
990,2,使用,shǐyòng,Use
991,2,市,shì,city
992,2,市长,shì zhǎng,mayor
993,2,事情,shìqing,Thing
994,2,收,shōu,collect
995,2,收到,shōu dào,receive; obtain
996,2,收入,shōurù,income
997,2,手表,shǒubiǎo,Wrist Watch
998,2,受到,shòudào,Suffer
999,2,舒服,shūfu,comfortable
1000,2,熟,shú,ripe; cooked; familiar; skilled
1001,2,数,shǔ,to count
1002,2,数字,shùzì,number
1003,2,水平,shuǐpíng,level
1004,2,顺利,shùnlì,smoothly
1005,2,说明,shuōmíng,Explain
1006,2,司机,sījī,Driver
1007,2,送到,sòng dào,sent to (place)
1008,2,送给,sòng gěi,give to (somebody or organization)
1009,2,算,suàn,count; calculate
1010,2,虽然,suī rán,although; though
1011,2,随便,suíbiàn,casual
1012,2,随时,suíshí,at any time
1013,2,所以,suǒ yǐ,so
1014,2,所有,suǒyǒu,All
1015,2,它,tā,it
1016,2,它们,tā men,they
1017,2,太太,tàitai,Ma’am
1018,2,太阳,tàiyáng,sun
1019,2,态度,tàidu,attitude
1020,2,讨论,tǎolùn,discuss
1021,2,套,tào,set
1022,2,特别,tèbié,Especially
1023,2,特点,tèdiǎn,Characteristic
1024,2,疼,téng,hurt
1025,2,提,tí,carry
1026,2,提出,tí chū,put forward; propose; raise
1027,2,提到,tí dào,mention; refer to
1028,2,提高,tígāo,"increase, promote"
1029,2,题,tí,topic
1030,2,体育,tǐyù,Sports
1031,2,体育场,tǐ yù chǎng,stadium
1032,2,体育馆,tǐ yù guǎn,stadium; gymnasium; gym
1033,2,天上,tiān shàng,the sky; heaven
1034,2,条,tiáo,strip
1035,2,条件,tiáojiàn,condition
1036,2,听讲,tīng jiǎng,attend a lecture; listen to a talk
1037,2,听说,tīng shuō,be told; hear of
1038,2,停,tíng,Stop
1039,2,停车,tíng chē,park
1040,2,停车场,tíng chē chǎng,parking lot
1041,2,挺（副）,tǐng,very; quite; pretty; rather
1042,2,挺好,tǐng hǎo,very good; not half bad
1043,2,通,tōng,through; common; all; understand; expert
1044,2,通过,tōngguò,adopt
1045,2,通知,tōngzhī,notice
1046,2,同时,tóngshí,meanwhile
1047,2,同事,tóngshì,Colleague
1048,2,同样,tóng yàng,same
1049,2,头（名、量）,tóu,head; beginning or end; side; (measure word)
1050,2,头（里头）,tóu,suffix (inside)
1051,2,头发,tóufa,Hair
1052,2,图片,tú piàn,picture; photograph
1053,2,推,tuī,push
1054,2,腿,tuǐ,leg
1055,2,外地,wài dì,other places; nonlocal
1056,2,外卖,wài mài,takeaway; take out
1057,2,完,wán,finish
1058,2,完成,wánchéng,complete
1059,2,完全,wánquán,completely
1060,2,晚安,wǎn ān,good night
1061,2,晚报,wǎn bào,evening paper; evening news
1062,2,晚餐,wǎn cān,dinner; supper
1063,2,晚会,wǎn huì,evening party
1064,2,碗,wǎn,bowl
1065,2,万,wàn,ten thousand
1066,2,网,wǎng,net; network
1067,2,网球,wǎngqiú,Tennis
1068,2,网站,wǎngzhàn,website
1069,2,往,wǎng,to
1070,2,为,wèi,by
1071,2,为什么,wèishénme,Why
1072,2,位,wèi,person (measure word)
1073,2,味道,wèidào,taste
1074,2,喂（叹）,wèi,hello; hey
1075,2,温度,wēndù,temperature
1076,2,闻,wén,smell
1077,2,问路,wèn lù,ask for directions
1078,2,问题,wèntí,problem
1079,2,午餐,wǔ cān,lunch
1080,2,午睡,wǔ shuì,nap
1081,2,西北,xī běi,northwest
1082,2,西餐,xī cān,western food
1083,2,西方,xī fāng,west
1084,2,西南,xī nán,southwest
1085,2,西医,xī yī,western medicine
1086,2,习惯,xíguàn,Habit
1087,2,洗衣机,xǐ yī jī,washing machine
1088,2,洗澡,xǐzǎo,Take a shower
1089,2,下（量）,xià,(measure word)
1090,2,下雪,xià xuě,snow; snowing
1091,2,下周,xià zhōu,next week
1092,2,夏天,xià tiān,summer
1093,2,相同,xiāngtóng,identical
1094,2,相信,xiāngxìn,believe
1095,2,响,xiǎng,loud
1096,2,想到,xiǎng dào,think of; call to mind; have at heart
1097,2,想法,xiǎng fǎ,idea; opinion;thought
1098,2,想起,xiǎng qǐ,remember; recall; think of; call to mind
1099,2,向,xiàng,towards
1100,2,相机,xiàng jī,camera
1101,2,像（动）,xiàng,be like; resemble; look like; such as
1102,2,小（小王）,xiǎo （ xiǎo wáng ）,prefix (Xiao Wang)
1103,2,小声,xiǎo shēng,in a low voice; in whispers
1104,2,小时候,xiǎo shí hou,in one’s childhood; when one was young
1105,2,小说,xiǎoshuō,Novel
1106,2,小心,xiǎoxīn,Look out
1107,2,小组,xiǎo zǔ,group
1108,2,校园,xiào yuán,campus; schoolyard
1109,2,校长,xiàozhǎng,Principal
1110,2,笑话,xiàohua,joke
1111,2,笑话儿,xiào huàr,joke
1112,2,鞋,xié,shoes
1113,2,心里,xīn lǐ,in the heart; at heart
1114,2,心情,xīnqíng,mood
1115,2,心中,xīn zhōng,in the heart; at heart; in mind
1116,2,新闻,xīnwén,news
1117,2,信（名）,xìn,letter; mail; faith
1118,2,信号,xìnhào,signal
1119,2,信息,xìnxī,information
1120,2,信心,xìnxīn,confidence
1121,2,信用卡,xìnyòngkǎ,Credit card
1122,2,星星,xīng xing,star
1123,2,行动,xíngdòng,Get some action
1124,2,行人,xíngrén,pedestrian
1125,2,行为,xíngwéi,behavior
1126,2,姓,xìng,surname
1127,2,姓名,xìng míng,full name
1128,2,休假,xiū jià,have a holiday; take a vacation; be on furlough
1129,2,许多,xǔduō,many
1130,2,选,xuǎn,choose; select; pick
1131,2,学期,xuéqī,Semester
1132,2,雪,xuě,Snow
1133,2,颜色,yánsè,colour
1134,2,眼,yǎn,eye
1135,2,眼睛,yǎnjing,Eye
1136,2,养,yǎng,raise; keep; support; cultivate
1137,2,样子,yàngzi,A look
1138,2,要求,yāoqiú,Requirement
1139,2,药,yào,drug
1140,2,药店,yào diàn,pharmacy
1141,2,药片,yào piàn,pill
1142,2,药水,yào shuǐ,liquid medicine; potion
1143,2,也许,yěxǔ,perhaps
1144,2,夜,yè,night
1145,2,夜里,yè lǐ,at night
1146,2,一部分,yí bù fèn,a part; a portion
1147,2,一定,yídìng,Certain
1148,2,一共,yígòng,Altogether
1149,2,一会儿（副）,yí huìr,awhile; in a moment; presently
1150,2,一路平安,yí lù píng ān,safe journey; have a pleasant journey
1151,2,一路顺风,yí lù shùn fēng,Bon voyage
1152,2,已经,yǐjīng,Already
1153,2,以后,yǐ hòu,after; later on; afterwards; later
1154,2,以前,yǐqián,before
1155,2,以上,yǐ shàng,above; over
1156,2,以外,yǐ wài,beyond; outside; other than; except
1157,2,以为,yǐwéi,Think
1158,2,以下,yǐ xià,below; under
1159,2,椅子,yǐzi,Chair
1160,2,一般,yìbān,commonly
1161,2,一点点,yì diǎn diǎn,a little bit
1162,2,一生,yì shēng,lifetime; all one’s life
1163,2,一直,yìzhí,always
1164,2,亿,yì,100 million
1165,2,意见,yìjiàn,Opinion
1166,2,意思,yìsi,Meaning
1167,2,因为,yīn wèi,because
1168,2,阴,yīn,Yin
1169,2,阴天,yīn tiān,cloudy day; overcast sky
1170,2,音节,yīn jié,syllable
1171,2,音乐,yīnyuè,Music
1172,2,音乐会,yīn yuè huì,concert
1173,2,银行,yínháng,Bank
1174,2,银行卡,yín háng kǎ,bank card
1175,2,应该,yīnggāi,Should
1176,2,英文,yīng wén,English
1177,2,英语,yīng yǔ,English
1178,2,影片,yǐng piàn,film; movie
1179,2,影响,yǐngxiǎng,Influence
1180,2,永远,yǒngyuǎn,forever
1181,2,油,yóu,oil; fat; grease
1182,2,游客,yóu kè,tourist; visitor
1183,2,友好,yǒuhǎo,friendly
1184,2,有空儿,yǒu kòngr,be free; at leisure
1185,2,有人,yǒu rén,someone; there’s someone
1186,2,有（一）点儿,yǒu （ yì ） diǎnr,a little bit
1187,2,有意思,yǒu yì si,interesting; significant
1188,2,又,yòu,also
1189,2,鱼,yú,fish
1190,2,语言,yǔyán,language
1191,2,原来,yuánlái,Original; formerly
1192,2,原因,yuányīn,Reason
1193,2,院,yuàn,yard; compound; courtyard; college
1194,2,院长,yuàn zhǎng,dean
1195,2,院子,yuàn zi,courtyard; yard
1196,2,愿意,yuànyì,Be willing
1197,2,月份,yuè fèn,month
1198,2,月亮,yuèliang,Moon
1199,2,越,yuè,The more
1200,2,越来越,yuè lái yuè,more and more
1201,2,云,yún,cloud
1202,2,运动,yùndòng,motion
1203,2,咱,zán,we; us
1204,2,咱们,zánmen,We
1205,2,脏,zāng,dirty
1206,2,早餐,zǎo cān,breakfast
1207,2,早晨,zǎo chén,morning
1208,2,早就,zǎo jiù,long since
1209,2,怎么办,zěn me bàn,how to; what to do
1210,2,怎么样,zěnmeyàng,How about
1211,2,怎样,zěn yàng,how
1212,2,占,zhàn,occupy
1213,2,站（动）,zhàn,stand; stop; halt
1214,2,站住,zhàn zhù,stop; halt
1215,2,长,zhǎng,grow
1216,2,长大,zhǎng dà,grow up
1217,2,找出,zhǎo chū,find out
1218,2,照顾,zhàogù,look after
1219,2,照片,zhàopiàn,Photo
1220,2,照相,zhào xiàng,take a picture; take a photograph
1221,2,这么,zhè me,so; such; this way; like this
1222,2,这时候｜这时,zhè shí hou ｜ zhè shí,at this moment; at this time
1223,2,这样,zhè yàng,so; such; like this; this way
1224,2,真正,zhēnzhèng,real
1225,2,正常,zhèngcháng,normal
1226,2,正好,zhènghǎo,Just right
1227,2,正确,zhèngquè,Correct
1228,2,正是,zhèng shì,exactly
1229,2,直接,zhíjiē,direct
1230,2,只,zhǐ,only; just; simply; merely
1231,2,只能,zhǐ néng,can only
1232,2,只要,zhǐyào,as long as
1233,2,纸,zhǐ,paper
1234,2,中餐,zhōng cān,Chinese food
1235,2,中级,zhōng jí,intermediate; middle-level
1236,2,中年,zhōng nián,middle age; middle-aged
1237,2,中小学,zhōng xiǎo xué,elementary and middle school
1238,2,中心,zhōngxīn,core
1239,2,中医,zhōng yī,Chinese Medicine
1240,2,重点,zhòngdiǎn,A key
1241,2,重视,zhòngshì,attach importance to
1242,2,周,zhōu,week
1243,2,周末,zhōumò,Weekend
1244,2,周年,zhōunián,anniversary
1245,2,主人,zhǔrén,master
1246,2,主要,zhǔyào,main
1247,2,住房,zhù fáng,housing; lodging
1248,2,住院,zhù yuàn,be in hospital; be hospitalized
1249,2,装,zhuāng,pretend
1250,2,准确,zhǔnquè,accuracy
1251,2,自己,zìjǐ,"Own, self"
1252,2,自行车,zìxíngchē,Bicycle
1253,2,自由,zìyóu,free
1254,2,字典,zì diǎn,dictionary
1255,2,走过,zǒu guò,walk through; pass by
1256,2,走进,zǒu jìn,walk in
1257,2,走开,zǒu kāi,go away
1258,2,租,zū,rent
1259,2,组,zǔ,group
1260,2,组成,zǔchéng,Form
1261,2,组长,zǔ zhǎng,group leader
1262,2,嘴,zuǐ,mouth
1263,2,最近,zuìjìn,Lately
1264,2,作家,zuòjiā,writer
1265,2,作文,zuòwén,composition
1266,2,作业,zuòyè,"task, homework"
1267,2,作用,zuòyòng,Effect
1268,2,座,zuò,Seat
1269,2,座位,zuòwèi,seat
1270,2,做到,zuò dào,accomplish; achieve
1271,2,做法,zuò fǎ,practice; behavior; way of doing a thing
1272,2,做饭,zuò fàn,cook
1273,3,爱心,àixīn,love
1274,3,安排,ānpái,arrange
1275,3,安装,ānzhuāng,install
1276,3,按,àn,press; push; check; restrain
1277,3,按照,ànzhào,according to
1278,3,把（介）,bǎ,(particle marking the following noun as a direct object)
1279,3,把（量）,bǎ,(measure word)
1280,3,把握,bǎwò,grasp
1281,3,白（副）,bái,without results; in vain; waste efforts
1282,3,白菜,bái cài,Chinese cabbage
1283,3,班级,bān jí,class
1284,3,搬,bān,turn; move
1285,3,搬家,bān jiā,move; move house
1286,3,板,bǎn,board; plank; shutter
1287,3,办理,bànlǐ,handle
1288,3,保,bǎo,defend; protect; keep; guarantee; ensure
1289,3,保安,bǎo ān,security guard; public security; ensure safety
1290,3,保持,bǎochí,keep
1291,3,保存,bǎocún,Preservation
1292,3,保护,bǎohù,protect
1293,3,保留,bǎoliú,Retain
1294,3,保险,bǎoxiǎn,Insurance
1295,3,保证,bǎozhèng,ensure
1296,3,报（名）,bào,newspaper; periodical; journal; report; telegram
1297,3,报到,bàodào,"register,check in"
1298,3,报道,bàodào,report
1299,3,报告,bàogào,Presentation
1300,3,背,bèi,Back
1301,3,北部,běi bù,north
1302,3,背（名）,bèi,back of the body; back side of an object
1303,3,背后,bèi hòu,behind; at the back; in the rear
1304,3,被,bèi,cover
1305,3,被子,bèizi,quilt
1306,3,本来,běnlái,originally
1307,3,本领,běnlǐng,ability
1308,3,本事,běnshi,Skill
1309,3,比较,bǐjiào,compare
1310,3,比例,bǐlì,Proportion
1311,3,比赛,bǐsài,Match
1312,3,必然,bìrán,Inevitable
1313,3,必要,bìyào,necessary
1314,3,变化,biànhuà,change
1315,3,变为,biàn wéi,become; turn into; change into
1316,3,标题,biāotí,title; heading
1317,3,标准,biāozhǔn,standard
1318,3,表达,biǎodá,Expression
1319,3,表格,biǎogé,form
1320,3,表面,biǎomiàn,surface
1321,3,表明,biǎomíng,Indicate
1322,3,表现,biǎoxiàn,performance
1323,3,表演,biǎoyǎn,perform
1324,3,并（副、连）,bìng,and; also; equally; simultaneously; side by side
1325,3,并且,bìngqiě,also
1326,3,播出,bō chū,broadcast; on the air
1327,3,播放,bōfàng,play
1328,3,不必,bú bì,need not; not have to
1329,3,不断,búduàn,Constantly
